Multihop,Obfuscation,Exit location,Exit server,Entry location,Entry server,Distance (km)
Always,LWO,"USA, Raleigh, NC",us-rag-wg-203,"Canada, Toronto",ca-tor-wg-201,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-203,"Canada, Toronto",ca-tor-wg-201,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-203,"Mexico, Queretaro",mx-qro-wg-001,2709
Always,LWO,"USA, Raleigh, NC",us-rag-wg-203,"USA, Los Angeles, CA",us-lax-wg-203,3592
Always,LWO,"USA, Raleigh, NC",us-rag-wg-203,"USA, Los Angeles, CA",us-lax-wg-203,3592
Always,LWO,"USA, Raleigh, NC",us-rag-wg-204,"USA, Los Angeles, CA",us-lax-wg-203,3592
Always,LWO,"USA, Raleigh, NC",us-rag-wg-204,"Canada, Toronto",ca-tor-wg-202,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-204,"Mexico, Queretaro",mx-qro-wg-001,2709
Always,LWO,"USA, Raleigh, NC",us-rag-wg-204,"Canada, Toronto",ca-tor-wg-201,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-204,"Canada, Toronto",ca-tor-wg-202,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-205,"Mexico, Queretaro",mx-qro-wg-001,2709
Always,LWO,"USA, Raleigh, NC",us-rag-wg-205,"Canada, Toronto",ca-tor-wg-201,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-205,"Canada, Toronto",ca-tor-wg-202,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-205,"USA, Los Angeles, CA",us-lax-wg-203,3592
Always,LWO,"USA, Raleigh, NC",us-rag-wg-205,"Canada, Toronto",ca-tor-wg-202,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-206,"Mexico, Queretaro",mx-qro-wg-001,2709
Always,LWO,"USA, Raleigh, NC",us-rag-wg-206,"Canada, Toronto",ca-tor-wg-201,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-206,"USA, Los Angeles, CA",us-lax-wg-203,3592
Always,LWO,"USA, Raleigh, NC",us-rag-wg-206,"Canada, Toronto",ca-tor-wg-201,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-206,"Canada, Toronto",ca-tor-wg-201,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-207,"USA, Los Angeles, CA",us-lax-wg-203,3592
Always,LWO,"USA, Raleigh, NC",us-rag-wg-207,"Mexico, Queretaro",mx-qro-wg-001,2709
Always,LWO,"USA, Raleigh, NC",us-rag-wg-207,"USA, Los Angeles, CA",us-lax-wg-203,3592
Always,LWO,"USA, Raleigh, NC",us-rag-wg-207,"Canada, Toronto",ca-tor-wg-202,879
Always,LWO,"USA, Raleigh, NC",us-rag-wg-207,"USA, Los Angeles, CA",us-lax-wg-203,3592
Always,LWO,"USA, Seattle, WA",us-sea-wg-001,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-001,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-001,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-001,"Canada, Toronto",ca-tor-wg-202,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-001,"Canada, Toronto",ca-tor-wg-202,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-002,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-002,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-002,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-002,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-002,"Canada, Toronto",ca-tor-wg-202,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-003,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-003,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-003,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-003,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-003,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-401,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-401,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-401,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-401,"Canada, Toronto",ca-tor-wg-202,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-401,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-402,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-402,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-402,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-402,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-402,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-403,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-403,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-403,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-403,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-403,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-404,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-404,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-404,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-404,"Canada, Toronto",ca-tor-wg-202,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-404,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-405,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-405,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-405,"Canada, Toronto",ca-tor-wg-202,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-405,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-405,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-406,"Canada, Toronto",ca-tor-wg-202,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-406,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-406,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-406,"Canada, Toronto",ca-tor-wg-202,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-406,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-407,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-407,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-407,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-407,"Mexico, Queretaro",mx-qro-wg-001,3594
Always,LWO,"USA, Seattle, WA",us-sea-wg-407,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-408,"Canada, Toronto",ca-tor-wg-202,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-408,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-408,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, Seattle, WA",us-sea-wg-408,"Canada, Toronto",ca-tor-wg-201,3323
Always,LWO,"USA, Seattle, WA",us-sea-wg-408,"USA, Los Angeles, CA",us-lax-wg-203,1546
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-001,"Canada, Toronto",ca-tor-wg-202,3643
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-001,"Canada, Toronto",ca-tor-wg-201,3643
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-001,"Canada, Toronto",ca-tor-wg-201,3643
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-001,"USA, Los Angeles, CA",us-lax-wg-203,554
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-001,"Mexico, Queretaro",mx-qro-wg-001,2850
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-002,"Mexico, Queretaro",mx-qro-wg-001,2850
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-002,"USA, Los Angeles, CA",us-lax-wg-203,554
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-002,"Canada, Toronto",ca-tor-wg-202,3643
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-002,"Mexico, Queretaro",mx-qro-wg-001,2850
Always,LWO,"USA, San Francisco, CA",us-sfo-wg-002,"Canada, Toronto",ca-tor-wg-202,3643
Always,LWO,"USA, San Jose, CA",us-sjc-wg-302,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-302,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-302,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-302,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-302,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-303,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-303,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-303,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-303,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-303,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-401,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-401,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-401,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-401,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-401,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-402,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-402,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-402,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-402,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-402,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-501,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-501,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-501,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-501,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-501,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-502,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-502,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-502,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-502,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-502,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-503,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-503,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-503,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-503,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-503,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-504,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-504,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-504,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-504,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-504,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-505,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-505,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-505,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-505,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-505,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-506,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-506,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-506,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-506,"Mexico, Queretaro",mx-qro-wg-001,2788
Always,LWO,"USA, San Jose, CA",us-sjc-wg-506,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-507,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-507,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-507,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-507,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-507,"Canada, Toronto",ca-tor-wg-201,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-508,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-508,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-508,"USA, Los Angeles, CA",us-lax-wg-203,492
Always,LWO,"USA, San Jose, CA",us-sjc-wg-508,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, San Jose, CA",us-sjc-wg-508,"Canada, Toronto",ca-tor-wg-202,3619
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-301,"Mexico, Queretaro",mx-qro-wg-001,2492
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-301,"Mexico, Queretaro",mx-qro-wg-001,2492
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-301,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-301,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-301,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-302,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-302,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-302,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-302,"Mexico, Queretaro",mx-qro-wg-001,2492
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-302,"Mexico, Queretaro",mx-qro-wg-001,2492
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-303,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-303,"Canada, Toronto",ca-tor-wg-201,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-303,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-303,"Canada, Toronto",ca-tor-wg-201,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-303,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-304,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-304,"Mexico, Queretaro",mx-qro-wg-001,2492
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-304,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-304,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-304,"Canada, Toronto",ca-tor-wg-201,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-305,"Canada, Toronto",ca-tor-wg-201,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-305,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-305,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-305,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-305,"Canada, Toronto",ca-tor-wg-201,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-306,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-306,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-306,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-306,"Canada, Toronto",ca-tor-wg-201,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-306,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-307,"Mexico, Queretaro",mx-qro-wg-001,2492
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-307,"Mexico, Queretaro",mx-qro-wg-001,2492
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-307,"Canada, Toronto",ca-tor-wg-201,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-307,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-307,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-308,"USA, Los Angeles, CA",us-lax-wg-203,934
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-308,"Mexico, Queretaro",mx-qro-wg-001,2492
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-308,"Canada, Toronto",ca-tor-wg-201,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-308,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, Salt Lake City, UT",us-slc-wg-308,"Canada, Toronto",ca-tor-wg-202,2676
Always,LWO,"USA, McAllen, TX",us-txc-wg-001,"Canada, Toronto",ca-tor-wg-201,2579
Always,LWO,"USA, McAllen, TX",us-txc-wg-001,"Mexico, Queretaro",mx-qro-wg-001,662
Always,LWO,"USA, McAllen, TX",us-txc-wg-001,"Mexico, Queretaro",mx-qro-wg-001,662
Always,LWO,"USA, McAllen, TX",us-txc-wg-001,"Canada, Toronto",ca-tor-wg-201,2579
Always,LWO,"USA, McAllen, TX",us-txc-wg-001,"Canada, Toronto",ca-tor-wg-202,2579
Always,LWO,"USA, McAllen, TX",us-txc-wg-002,"Mexico, Queretaro",mx-qro-wg-001,662
Always,LWO,"USA, McAllen, TX",us-txc-wg-002,"Mexico, Queretaro",mx-qro-wg-001,662
Always,LWO,"USA, McAllen, TX",us-txc-wg-002,"USA, Los Angeles, CA",us-lax-wg-203,2109
Always,LWO,"USA, McAllen, TX",us-txc-wg-002,"Mexico, Queretaro",mx-qro-wg-001,662
Always,LWO,"USA, McAllen, TX",us-txc-wg-002,"Mexico, Queretaro",mx-qro-wg-001,662
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-201,"Mexico, Queretaro",mx-qro-wg-001,3350
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-201,"Canada, Toronto",ca-tor-wg-201,545
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-201,"Canada, Toronto",ca-tor-wg-201,545
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-201,"Canada, Toronto",ca-tor-wg-202,545
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-201,"USA, Los Angeles, CA",us-lax-wg-203,3932
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-202,"Canada, Toronto",ca-tor-wg-201,545
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-202,"Canada, Toronto",ca-tor-wg-202,545
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-202,"Canada, Toronto",ca-tor-wg-202,545
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-202,"USA, Los Angeles, CA",us-lax-wg-203,3932
Always,LWO,"USA, Secaucus, NJ",us-uyk-wg-202,"USA, Los Angeles, CA",us-lax-wg-203,3932
Always,LWO,"USA, Washington DC",us-was-wg-001,"Canada, Toronto",ca-tor-wg-201,567
Always,LWO,"USA, Washington DC",us-was-wg-001,"Mexico, Queretaro",mx-qro-wg-001,3021
Always,LWO,"USA, Washington DC",us-was-wg-001,"Canada, Toronto",ca-tor-wg-202,567
Always,LWO,"USA, Washington DC",us-was-wg-001,"Canada, Toronto",ca-tor-wg-202,567
Always,LWO,"USA, Washington DC",us-was-wg-001,"USA, Los Angeles, CA",us-lax-wg-203,3693
Always,LWO,"USA, Washington DC",us-was-wg-002,"Canada, Toronto",ca-tor-wg-202,567
Always,LWO,"USA, Washington DC",us-was-wg-002,"USA, Los Angeles, CA",us-lax-wg-203,3693
Always,LWO,"USA, Washington DC",us-was-wg-002,"Canada, Toronto",ca-tor-wg-202,567
Always,LWO,"USA, Washington DC",us-was-wg-002,"Canada, Toronto",ca-tor-wg-201,567
Always,LWO,"USA, Washington DC",us-was-wg-002,"Canada, Toronto",ca-tor-wg-202,567
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-001,"Albania, Tirana",al-tia-wg-004,7558
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-001,"Albania, Tirana",al-tia-wg-001,7558
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-001,"Albania, Tirana",al-tia-wg-001,7558
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-001,"Albania, Tirana",al-tia-wg-001,7558
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-001,"Albania, Tirana",al-tia-wg-001,7558
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-002,"Albania, Tirana",al-tia-wg-004,7558
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-002,"Albania, Tirana",al-tia-wg-001,7558
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-002,"Albania, Tirana",al-tia-wg-001,7558
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-002,"Albania, Tirana",al-tia-wg-001,7558
Always,LWO,"South Africa, Johannesburg",za-jnb-wg-002,"Albania, Tirana",al-tia-wg-001,7558
Always,QUIC,"Albania, Tirana",al-tia-wg-001,"Albania, Tirana",al-tia-wg-004,0
Always,QUIC,"Albania, Tirana",al-tia-wg-001,"Albania, Tirana",al-tia-wg-004,0
Always,QUIC,"Albania, Tirana",al-tia-wg-001,"Albania, Tirana",al-tia-wg-004,0
Always,QUIC,"Albania, Tirana",al-tia-wg-001,"Albania, Tirana",al-tia-wg-004,0
Always,QUIC,"Albania, Tirana",al-tia-wg-001,"Albania, Tirana",al-tia-wg-004,0
Always,QUIC,"Albania, Tirana",al-tia-wg-004,"Switzerland, Zurich",ch-zrh-wg-502,1118
Always,QUIC,"Albania, Tirana",al-tia-wg-004,"Albania, Tirana",al-tia-wg-001,0
Always,QUIC,"Albania, Tirana",al-tia-wg-004,"Albania, Tirana",al-tia-wg-001,0
Always,QUIC,"Albania, Tirana",al-tia-wg-004,"Albania, Tirana",al-tia-wg-001,0
Always,QUIC,"Albania, Tirana",al-tia-wg-004,"Albania, Tirana",al-tia-wg-001,0
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-001,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-001,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-001,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-001,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-001,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-002,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-002,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-002,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-002,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Argentina, Buenos Aires",ar-bue-wg-002,"Mexico, Queretaro",mx-qro-wg-001,7548
Always,QUIC,"Austria, Vienna",at-vie-wg-001,"Germany, Frankfurt",de-fra-wg-102,597
Always,QUIC,"Austria, Vienna",at-vie-wg-001,"Germany, Frankfurt",de-fra-wg-101,597
Always,QUIC,"Austria, Vienna",at-vie-wg-001,"Germany, Frankfurt",de-fra-wg-004,597
Always,QUIC,"Austria, Vienna",at-vie-wg-001,"Germany, Frankfurt",de-fra-wg-004,597
